Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Cable Pairs","Diameter - Inside","Length - Overall","Sheath Opening","Features"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-S.jpg,3M158661-ND,2178-S,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"283.05000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-08S.jpg,FDC-08S-B-N00-02B-E-ND,FDC-08S-B-N00-02B-E,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"291.63000","0","1","-","Active","Aerial Closure","-","-","21.20"" (538.5mm)","-","Dome Latching System"
http://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-S.jpg,2178-S/4LUG-ND,2178-S/4LUG,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"295.83000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","4 Ground Plugs, Fiber Optic Splices"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-7-ND,R-7,3M,WIRE SPLICE AERIAL CLOSUR 1800PR,0,0,"301.44000","0","1","-","Active","Aerial Closure","1800 Pairs @ 24 AWG","7.000"" (177.80mm)","26.00"" (660.4mm)","-","Flame Retardant"
-,-,FDTC-08M-E-00N-01C-A-06-EPNA-ND,FDTC-08M-E-00N-01C-A-06-EPNA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"303.65000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,-,4637XL-ND,4637XL,3M,PEDESTAL SPLICE CLOSURE KIT,0,0,"307.61000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FSCxX1x.jpg,FSC8X19/CC24-W/O-HIGHGEL/S-ND,FSC8X19/CC24-W/O-HIGHGEL/S,3M,WIRE SPLICE BURIED CLOSUR 2400PR,0,0,"311.88000","0","1","-","Active","Buried Closure Splice Kit, Re-Enterable","2400 Pairs @ 26 AWG","7.500"" (190.50mm)","30.50"" (774.7mm)","19.00"" (482.6mm)","Scotchlok Connectors"
-,-,FDTC-08S-G-00N-01A-B-02-DANA-ND,FDTC-08S-G-00N-01A-B-02-DANA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"320.36000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","21.20"" (538.5mm)","-","Dome Latching System"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-LS.jpg,3M158660-ND,2178-LS,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"325.43000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,-,2178-LS-2172-ND,2178-LS-2172,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"325.43000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices, 2172 Strength Member Clamp"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-SL.jpg,2178-SL-ND,2178-SL,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"325.43000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
-,-,FDTC-08S-B-00N-01A-A-04-EPAA-ND,FDTC-08S-B-00N-01A-A-04-EPAA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"332.40000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","21.20"" (538.5mm)","-","Dome Latching System"
http://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-LS.jpg,2178-LS/4-LUG-ND,2178-LS/4-LUG,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"343.91000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","4 Ground Plugs, Fiber Optic Splices"
-,-,FDST-08-A-06-A-06-0100-ND,FDST-08-A-06-A-06-0100,3M,WIRE SPLICE BURIED CLOSURE,0,0,"344.84000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","6 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-10S-x.jpg,FDC-10S-D-NN0-00N-C-ND,FDC-10S-D-NN0-00N-C,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"350.99000","0","1","-","Active","Aerial Closure","-","-","21.60"" (548.6mm)","-","Dome Latching System"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-9-ND,R-9,3M,WIRE SPLICE AERIAL CLOSUR 3000PR,0,0,"356.16000","0","1","-","Active","Aerial Closure","3000 Pairs @ 24 AWG","9.000"" (228.60mm)","26.00"" (660.4mm)","-","Flame Retardant"
-,-,FDST-08-B-04-A-04-0150-ND,FDST-08-B-04-A-04-0150,3M,WIRE SPLICE BURIED CLOSURE,0,0,"362.03000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-LL.jpg,3M158658-ND,2178-LL,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"366.09000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,-,2178-LL-2172-ND,2178-LL-2172,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"366.09000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, Fiber Optic Splices, 2172 Strength Member Clamp"
-,-,FDTC-08S-E-00N-1A-A-06-EPNA-ND,FDTC-08S-E-00N-1A-A-06-EPNA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"369.69000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","21.20"" (538.5mm)","-","Dome Latching System"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-MS.jpg,2178-MS-ND,2178-MS,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"369.80000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs,  Fiber Optic Splices, External Ground Isolation"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-S+81.jpg,2178-S+81-ND,2178-S+81,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"372.12000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, 2181 Cable Addition Kit, Fiber Optic Splices"
-,-,FDST-08-A-04-A-04-0250-ND,FDST-08-A-04-A-04-0250,3M,WIRE SPLICE BURIED CLOSURE,0,0,"372.50000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,-,2B2A-5-505-ISG-ND,2B2A-5-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1200PR,0,0,"380.16000","0","1","2B2","Active","Enclosure System, Installed Sealing Gasket","1200 Pairs @ 24-26 AWG","7.000"" (177.80mm)","27.50"" (698.5mm)","19.00"" (482.6mm)","Modular Connectors"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-LL.jpg,2178-LL/4LUG-ND,2178-LL/4LUG,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"384.59000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","4 Ground Plugs, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-10S-x.jpg,FDC-10S-D-NN2-01G-N-ND,FDC-10S-D-NN2-01G-N,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"392.19000","0","1","-","Active","Aerial Closure","-","-","21.60"" (548.6mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-A-04-A-04-0300-ND,FDST-08-A-04-A-04-0300,3M,WIRE SPLICE BURIED CLOSURE,0,0,"393.05000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDTC-08S-E-00N-1A-A-08-EPNA-ND,FDTC-08S-E-00N-1A-A-08-EPNA,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"393.72000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","21.20"" (538.5mm)","-","Dome Latching System"
-,-,FDST-08-A-06-A-06-0250-ND,FDST-08-A-06-A-06-0250,3M,WIRE SPLICE BURIED CLOSURE,0,0,"408.11000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","6 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
http://solutions.3mschweiz.ch/3MContentRetrievalAPI/BlobServlet?locale=de_CH&lmd=1294914542000&assetId=1273675066989&assetType=MMM_Image&blobAttribute=ImageFile,-,R-6-ND,R-6,3M,WIRE SPLICE AERIAL CLOSURE 900PR,0,0,"410.97000","0","1","-","Active","Aerial Closure","900 Pairs @ 24 AWG","6.000"" (152.40mm)","26.00"" (660.4mm)","-","Flame Retardant"
http://multimedia.3m.com/mws/media/806883O/slic-aerial-closures-and-terminals-brochure.pdf,-,328-PI-50-TR/SES-ND,328-PI-50-TR/SES,3M,SLIC AERIAL TERMINALS WITH DUAL,0,0,"412.44000","0","1","SLiC™","Active","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-MLS.jpg,2178-MLS-ND,2178-MLS,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"417.89000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs,  Fiber Optic Splices, External Ground Isolation"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-10S-x.jpg,FDC-10S-D-NN0-01G-G-2D-C-ND,FDC-10S-D-NN0-01G-G-2D-C,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"418.40000","0","1","-","Active","Aerial Closure","-","-","21.60"" (548.6mm)","-","Dome Latching System"
http://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-LS+81.jpg,2178-LS+81-ND,2178-LS+81,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"420.56000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs, 2181 Cable Addition Kit, Fiber Optic Splices"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-10S-x.jpg,FDC-10S-D-NN2-01F-C-ND,FDC-10S-D-NN2-01F-C,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"425.85000","0","1","-","Active","Aerial Closure","-","-","21.60"" (548.6mm)","-","Dome Latching System"
-,-,2D2A-6-505-ISG-ND,2D2A-6-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 3600PR,0,0,"431.84000","0","1","2D2","Active","Enclosure System, Installed Sealing Gasket","3600 Pairs @ 24-26 AWG","9.500"" (241.30mm)","27.50"" (698.5mm)","19.00"" (482.6mm)","Modular Connectors"
-,-,SLFT-530-C-1A-08-EPXC-ND,SLFT-530-C-1A-08-EPXC,3M,SLIC FIBER AERIAL TERMINAL CLOSU,0,0,"432.92000","0","1","SLiC™","Active","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,-,2B2A-4-505-ISG-ND,2B2A-4-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1200PR,0,0,"441.87000","0","1","2B2","Active","Enclosure System, Installed Sealing Gasket","1200 Pairs @ 24-26 AWG","7.000"" (177.80mm)","27.50"" (698.5mm)","19.00"" (482.6mm)","Modular Connectors"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-MLL.jpg,2178-MLL-ND,2178-MLL,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"458.55000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","21.89"" (556.0mm)","-","2 Ground Plugs,  Fiber Optic Splices, External Ground Isolation"
-,-,FDTC-08M-E-00N-02C-A-05-EPNN-A-ND,FDTC-08M-E-00N-02C-A-05-EPNN-A,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"477.14000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,-,2C2A-4-505-ISG-ND,2C2A-4-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1800PR,0,0,"480.02000","0","1","2C2","Active","Enclosure System, Installed Sealing Gasket","1800 Pairs @ 24-26 AWG","8.000"" (203.20mm)","27.50"" (698.5mm)","19.00"" (482.6mm)","Modular Connectors"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-10S-x.jpg,FDC-10S-E-NN4-03F-E-ND,FDC-10S-E-NN4-03F-E,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"482.45000","0","1","-","Active","Aerial Closure","-","-","21.60"" (548.6mm)","-","Dome Latching System"
-,-,FDST-08-A-08-A-08-0650-ND,FDST-08-A-08-A-08-0650,3M,WIRE SPLICE BURIED CLOSURE,0,0,"493.20000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","8 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDC-12S-F-0NN-01K-N-ND,FDC-12S-F-0NN-01K-N,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"494.30000","0","1","-","Active","Aerial Closure","-","-","25.90"" (657.9mm)","-","Dome Latching System"
-,-,FDST-08-A-08-A-08-0400-ND,FDST-08-A-08-A-08-0400,3M,WIRE SPLICE BURIED CLOSURE,0,0,"498.15000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","8 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,//media.digikey.com/Photos/3M%20Photos/MFG_2C2A-505-ISG.jpg,2C2AA-505-ISG-ND,2C2AA-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1800PR,0,0,"504.26000","0","1","2C2","Active","Enclosure System, Installed Sealing Gasket","1800 Pairs @ 24-26 AWG","8.000"" (203.20mm)","18.50"" (469.9mm)","10.00"" (254.0mm)","Modular Connectors"
-,-,FDST-08-A-06-A-06-0500-ND,FDST-08-A-06-A-06-0500,3M,WIRE SPLICE BURIED CLOSURE,0,0,"508.55000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","6 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2D2A-505-ISG.jpg,2D2AA-505-ISG-ND,2D2AA-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 3600PR,0,0,"524.06000","0","1","2D2","Active","Enclosure System, Installed Sealing Gasket","3600 Pairs @ 24-26 AWG","9.500"" (241.30mm)","18.50"" (469.9mm)","10.00"" (254.0mm)","Modular Connectors"
-,-,FDST-08-A-04-A-04-0650-ND,FDST-08-A-04-A-04-0650,3M,WIRE SPLICE BURIED CLOSURE,0,0,"536.93000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDTC-08M-E-00N-02C-A-09-EPNN-C-ND,FDTC-08M-E-00N-02C-A-09-EPNN-C,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"547.98000","0","1","-","Active","Enclosure System, Installed Sealing Gasket","-","-","15.20"" (386.1mm)","-","Dome Latching System"
-,-,FDC-12S-F-2NN-01H-C-ND,FDC-12S-F-2NN-01H-C,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"565.68000","0","1","-","Active","Aerial Closure","-","-","25.90"" (657.9mm)","-","Dome Latching System"
-,-,FDC-12S-F-2NN-01K-C-ND,FDC-12S-F-2NN-01K-C,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"565.68000","0","1","-","Active","Aerial Closure","-","-","25.90"" (657.9mm)","-","Dome Latching System"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=XTEB-B4&DocType=Customer+Drawing&DocLang=English,-,XTEB-B4-ND,XTEB-B4,TE Connectivity Raychem Cable Protection,WIRE SPLICE 200-600PAIR,0,0,"580.35200","0","5","-","Active","-","200-600 Pairs","1.100"" (27.94mm)","-","-","-"
http://multimedia.3m.com/mws/media/723568O/3mtm-fiber-dome-stubbed-terminal-fdst-08.pdf,-,FDST-08-D-08-A-12-0200-ND,FDST-08-D-08-A-12-0200,3M,WIRE SPLICE BURIED CLOSURE,0,0,"599.49000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","8 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-A-04-C-04-0750-ND,FDST-08-A-04-C-04-0750,3M,WIRE SPLICE BURIED CLOSURE,0,0,"613.98000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-A-06-A-06-0750-ND,FDST-08-A-06-A-06-0750,3M,WIRE SPLICE BURIED CLOSURE,0,0,"631.35000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","6 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,LL2-727-B/SL-ND,LL2-727-B/SL,3M,FIBER OPTIC CLOSURE BUTT W/SLACK,0,0,"650.07000","0","1","*","Active","-","-","-","-","-","-"
-,-,2C2A-2-505-ISG-ND,2C2A-2-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1800PR,0,0,"671.66000","0","1","2C2","Active","Enclosure System, Installed Sealing Gasket","1800 Pairs @ 24-26 AWG","8.000"" (203.20mm)","27.50"" (698.5mm)","19.00"" (482.6mm)","Modular Connectors"
-,//media.digikey.com/Photos/3M%20Photos/MFG_FDC-12S-F-xNN-01J.jpg,FDC-12S-F-0NN-01J-N-ND,FDC-12S-F-0NN-01J-N,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"673.43000","0","1","-","Active","Aerial Closure","-","-","25.90"" (657.9mm)","-","Dome Latching System"
-,-,FDST-08-B-04-A-04-1000-ND,FDST-08-B-04-A-04-1000,3M,WIRE SPLICE BURIED CLOSURE,0,0,"719.97000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-A-04-A-04-1500-ND,FDST-08-A-04-A-04-1500,3M,WIRE SPLICE BURIED CLOSURE,0,0,"764.95000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-B-08-A-08-1000-ND,FDST-08-B-08-A-08-1000,3M,WIRE SPLICE BURIED CLOSURE,0,0,"773.50000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","8 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
https://multimedia.3m.com/mws/media/572356O/fiber-optic-splice-closure-2178-family-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XL.jpg,2178-XL-ND,2178-XL,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"873.36000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","26.97"" (685.0mm)","-","2 Ground Plugs, Fiber Optic Splices"
https://multimedia.3m.com/mws/media/357574O/3m-fiber-outside-plant-closures-trays-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2178-XL-8G.jpg,2178-XL-8G-ND,2178-XL-8G,3M,WIRE SPLICE ENCLOSURE SYS,0,0,"920.61000","0","1","2178","Active","Enclosure System, Installed Sealing Gasket","-","-","26.97"" (685.0mm)","-","8 Ground Plugs, Fiber Optic Splices"
-,-,PVQ-FMT-ND,PVQ-FMT,Panduit Corp,"PVIQ FIBER TRAY, 24 PORT, NO ADA",0,0,"992.05000","0","1","*","Active","-","-","-","-","-","-"
-,-,FDST-08-B-08-A-08-1500-ND,FDST-08-B-08-A-08-1500,3M,WIRE SPLICE BURIED CLOSURE,0,0,"1016.74000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","8 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,-,2B2E-505-ISG-ND,2B2E-505-ISG,3M,WIRE SPLICE ENCLOSURE SYS 1200PR,0,0,"1116.94000","0","1","2B2","Active","Enclosure System, Installed Sealing Gasket","1200 Pairs @ 24-26 AWG","7.000"" (177.80mm)","52.75"" (1.3m)","44.25"" (1.1m)","Modular Connectors"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,-,2A2F-505-ISG-ND,2A2F-505-ISG,3M,WIRE SPLICE ENCLOSUR SYS 600PAIR,0,0,"1305.09000","0","1","2A2","Active","Enclosure System, Installed Sealing Gasket","600 Pairs @ 24-26 AWG","5.250"" (133.35mm)","57.00"" (1.4m)","48.50"" (1.2m)","Modular Connectors"
http://multimedia.3m.com/mws/media/612836O/3mtm-pressurized-closure-system-2-type-505-data-sheet.pdf,-,2B2F-505ISG-ND,2B2F-505 ISG,3M,WIRE SPLICE ENCLOSURE SYS 1200PR,0,0,"1331.20000","0","1","2B2","Active","Enclosure System, Installed Sealing Gasket","1200 Pairs @ 24-26 AWG","7.000"" (177.80mm)","57.00"" (1.4m)","48.50"" (1.2m)","Modular Connectors"
http://multimedia.3m.com/mws/media/694430O/3mtm-fiber-dome-stubbed-terminal-fdst-08s.pdf,-,FDST-08S-B-24-K-24-0200-ND,FDST-08S-B-24-K-24-0200,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"1334.59000","0","1","FDST","Active","Aerial Closure","24 Fibers","-","18.90"" (480.1mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08S-A-24-E-24-0400-ND,FDST-08S-A-24-E-24-0400,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"1403.86000","0","1","FDST","Active","Aerial Closure","24 Fibers","-","18.90"" (480.1mm)","-","Dome Latching System, Fixed Position O-Ring"
-,-,FDST-08-A-04-C-04-2500-ND,FDST-08-A-04-C-04-2500,3M,WIRE SPLICE BURIED CLOSURE,0,0,"1475.48000","0","1","FDST","Active","Buried Closure Splice Kit, Re-Enterable","4 Fibers","-","13.00"" (330.2mm)","-","Dome Latching System, Fixed Position O-Ring"
http://multimedia.3m.com/mws/media/694430O/3mtm-fiber-dome-stubbed-terminal-fdst-08s.pdf,-,FDST-08S-B-24-K-24-0400-ND,FDST-08S-B-24-K-24-0400,3M,WIRE SPLICE AERIAL CLOSURE,0,0,"1559.56000","0","1","FDST","Active","Aerial Closure","24 Fibers","-","18.90"" (480.1mm)","-","Dome Latching System, Fixed Position O-Ring"
