Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Holding Temperature","Rated Functioning Temperature","Voltage - Rated AC","Voltage - Rated DC","Current Rating (Amps)","Approvals","Maximum Temperature Limit","Package / Case"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10920-ND,EYP-2BN109,Panasonic Electronic Components,TCO 250VAC 2A 114C(237F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","90°C (194°F)","114°C (237°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10921-ND,EYP-2BN110,Panasonic Electronic Components,TCO 250VAC 2A 115C(239F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","90°C (194°F)","115°C (239°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Circuit%20Protection%20Varistors/EYP_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10922-ND,EYP-2BN124,Panasonic Electronic Components,TCO 250VAC 2A 130C(266F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","105°C (221°F)","130°C (266°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Circuit%20Protection%20Varistors/EYP_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10923-ND,EYP-2BN126,Panasonic Electronic Components,TCO 250VAC 2A 133C(271F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","108°C (226°F)","133°C (271°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Circuit%20Protection%20Varistors/EYP_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10924-ND,EYP-2BN135,Panasonic Electronic Components,TCO 250VAC 2A 140C(284F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","115°C (239°F)","140°C (284°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10925-ND,EYP-2BN143,Panasonic Electronic Components,TCO 250VAC 2A 145C(293F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","120°C (248°F)","145°C (293°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Circuit%20Protection%20Varistors/EYP_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10926-ND,EYP-2BN163,Panasonic Electronic Components,TCO 250VAC 2A 168C(334F) AXIAL,0,0,"Obsolete","0","1000","N","Obsolete","135°C (275°F)","168°C (334°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Circuit%20Protection%20Varistors/EYP_Rev_Mar2005.pdf,//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,P10927-ND,EYP-2BN183,Panasonic Electronic Components,TCO 250VAC 2A 188C AXIAL,0,0,"Obsolete","0","1000","-","Obsolete","-","-","-","-","-","-","-","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10928-ND,EYP-2MT092,Panasonic Electronic Components,TCO 50VDC 2A 92C(198F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","60°C (140°F)","92°C (198°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10929-ND,EYP-2MT092A,Panasonic Electronic Components,TCO 50VDC 2A 92C(198F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","60°C (140°F)","92°C (198°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10930-ND,EYP-2MT092B,Panasonic Electronic Components,TCO 50VDC 2A 92C(198F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","60°C (140°F)","92°C (198°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10931-ND,EYP-2MT098,Panasonic Electronic Components,TCO 50VDC 2A 98C(208F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","65°C (149°F)","98°C (208°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10932-ND,EYP-2MT098A,Panasonic Electronic Components,TCO 50VDC 2A 98C(208F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","65°C (149°F)","98°C (208°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10933-ND,EYP-2MT098B,Panasonic Electronic Components,TCO 50VDC 2A 98C(208F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","65°C (149°F)","98°C (208°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102.JPG,P10934-ND,EYP-2MT102,Panasonic Electronic Components,TCO 50VDC 2A 102C(216F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","70°C (158°F)","102°C (216°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102A.JPG,P10935-ND,EYP-2MT102A,Panasonic Electronic Components,TCO 50VDC 2A 102C(216F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","70°C (158°F)","102°C (216°F)","-","50V","2A","UL","150°C (302°F)","Strap"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP%20Series%20N,F,E,H,MT.pdf",//media.digikey.com/photos/Panasonic%20Photos/EYP-2MT102B.JPG,P10936-ND,EYP-2MT102B,Panasonic Electronic Components,TCO 50VDC 2A 102C(216F) STRAP,0,0,"Obsolete","0","1000","MT","Obsolete","70°C (158°F)","102°C (216°F)","-","50V","2A","UL","150°C (302°F)","Strap"
https://www.cantherm.com/wp-content/uploads/2017/05/SDF_JUNE_2016.pdf,//media.digikey.com/photos/Cantherm%20Photos/SDJ1%20DF%20SERIES.jpg,317-1143-ND,SDF DF220S,Cantherm,TCO 10A 220C AXIAL,0,0,"Discontinued at Digi-Key","0","2000","SDF","Discontinued at Digi-Key","220°C (428°F)","-","-","-","-","-","-","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_N,F,E,H,MP,MU_Series.pdf",-,EYP-2BH145-ND,EYP-2BH145,Panasonic Electronic Components,TCO 250VAC 0.5A 145C(293F) RDL,0,0,"Obsolete","0","800","H","Obsolete","125°C (257°F)","145°C (293°F)","250V","50V","500mA","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Radial"
//media.digikey.com/pdf/Data%20Sheets/Cantherm%20PDFs/Thermal_Cutoff_11x17_SEPT_2016.pdf,-,MTR1R125-ND,MTR1 R125,Cantherm,TCO 250VAC 3A 130C(266F) RADIAL,0,0,"Obsolete","0","10000","MTR1","Obsolete","100°C (212°F)","130°C (266°F)","250V","-","3A","-","180°C (356°F)","Radial"
//media.digikey.com/pdf/Data%20Sheets/Cantherm%20PDFs/Thermal_Cutoff_11x17_SEPT_2016.pdf,-,MTR1R138-ND,MTR1 R138,Cantherm,TCO 3A 143C RADIAL,0,0,"Obsolete","0","10000","MTR1","Obsolete","-","-","-","-","3A","-","-","Radial"
//media.digikey.com/pdf/Data%20Sheets/Cantherm%20PDFs/Thermal_Cutoff_11x17_SEPT_2016.pdf,-,MTR1R145-ND,MTR1 R145,Cantherm,TCO 3A 150C RADIAL,0,0,"Obsolete","0","10000","MTR1","Obsolete","-","-","-","-","3A","-","-","Radial"
//media.digikey.com/pdf/Data%20Sheets/Cantherm%20PDFs/Thermal_Cutoff_11x17_SEPT_2016.pdf,-,MWS2S125-ND,MWS2 S125,Cantherm,TCO 20A 130C RADIAL,0,0,"Obsolete","0","10000","MWS2","Obsolete","-","-","-","-","-","-","-","Radial"
//media.digikey.com/pdf/Data%20Sheets/Cantherm%20PDFs/Thermal_Cutoff_11x17_SEPT_2016.pdf,-,MWS2S138-ND,MWS2 S138,Cantherm,TCO 20A 143C RADIAL,0,0,"Obsolete","0","10000","MWS2","Obsolete","-","-","-","-","-","-","-","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,EYP-2BN099-ND,EYP-2BN099,Panasonic Electronic Components,TCO 250VAC 2A 102C(216F) AXIAL,0,0,"Obsolete","0","2000","N","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","2A","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,EYP-05BE101-ND,EYP-05BE101,Panasonic Electronic Components,TCO 250VAC 0.5A 102C(216F) AXIAL,0,0,"Obsolete","0","1000","E","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","500mA","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",//media.digikey.com/photos/Panasonic%20Photos/PANASONIC%20-%20EYP%20BN%20SERIES.jpg,EYP-05BE134-ND,EYP-05BE134,Panasonic Electronic Components,TCO 250VAC 0.5A 134C(273F) AXIAL,0,0,"Obsolete","0","800","E","Obsolete","105°C (221°F)","134°C (273°F)","250V","50V","500mA","BEAB, CCC, CSA, PSE, UL, VDE","200°C (392°F)","Axial"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/TE%20Raychem/RTP200R060SA_Spec.pdf,//media.digikey.com/Photos/TE%20Connectivity/RTP200R060SA-2.JPG,RTP200R060SA-2TR-ND,RTP200R060SA-2,Littelfuse Inc.,TCO 32VDC 205C(401F) SMD,0,0,"Obsolete","0","750","RTP","Obsolete","-","205°C (401°F)","-","32V","-","-","-","Nonstandard SMD"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/TE%20Raychem/RTP200R060SA_Spec.pdf,//media.digikey.com/Photos/TE%20Connectivity/RTP200R060SA-2.JPG,RTP200R060SA-2CT-ND,RTP200R060SA-2,Littelfuse Inc.,TCO 32VDC 205C(401F) SMD,0,0,"Obsolete","0","1","RTP","Obsolete","-","205°C (401°F)","-","32V","-","-","-","Nonstandard SMD"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/TE%20Raychem/RTP200R060SA_Spec.pdf,//media.digikey.com/Photos/TE%20Connectivity/RTP200R060SA-2.JPG,RTP200R060SA-2DKR-ND,RTP200R060SA-2,Littelfuse Inc.,TCO 32VDC 205C(401F) SMD,0,0,"Digi-Reel","0","1","RTP","Obsolete","-","205°C (401°F)","-","32V","-","-","-","Nonstandard SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-05BE101L-ND,EYP-05BE101L,Panasonic Electronic Components,TCO 0.5A AXIAL LONG LEAD,0,0,"Obsolete","0","0","E","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-05BE138-ND,EYP-05BE138,Panasonic Electronic Components,TCO 0.5A AXIAL,0,0,"Obsolete","0","0","E","Obsolete","115°C (239°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-05BE145-ND,EYP-05BE145,Panasonic Electronic Components,TCO 0.5A AXIAL,0,0,"Obsolete","0","0","E","Obsolete","125°C (257°F)","145°C (293°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-1BF101-ND,EYP-1BF101,Panasonic Electronic Components,TCO 1A AXIAL,0,0,"Obsolete","0","0","F","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-1BF134-ND,EYP-1BF134,Panasonic Electronic Components,TCO 1A AXIAL,0,0,"Obsolete","0","0","F","Obsolete","105°C (221°F)","134°C (273°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-1BF138-ND,EYP-1BF138,Panasonic Electronic Components,TCO 1A AXIAL,0,0,"Obsolete","0","0","F","Obsolete","110°C (230°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-1BF145-ND,EYP-1BF145,Panasonic Electronic Components,TCO 1A AXIAL,0,0,"Obsolete","0","0","F","Obsolete","125°C (257°F)","145°C (293°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH115-ND,EYP-2BH115,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","90°C (194°F)","115°C (239°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH134-ND,EYP-2BH134,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","95°C (203°F)","134°C (273°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BH138-ND,EYP-2BH138,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","H","Obsolete","105°C (221°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Radial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN098V-ND,EYP-2BN098V,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN099L-ND,EYP-2BN099L,Panasonic Electronic Components,TCO 2A RADIAL LONG LEAD,0,0,"Obsolete","0","0","N","Obsolete","75°C (167°F)","102°C (216°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN127-ND,EYP-2BN127,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","100°C (212°F)","134°C (273°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2BN134-ND,EYP-2BN134,Panasonic Electronic Components,TCO 2A RADIAL,0,0,"Obsolete","0","0","N","Obsolete","110°C (230°F)","139°C (282°F)","250V","50V","-","BEAB, CCC, CSA,cUL, PSE, UL, VDE","200°C (392°F)","Axial"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2ML098U-ND,EYP-2ML098U,Panasonic Electronic Components,TCO 2A THIN,0,0,"Obsolete","0","0","ML","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-2ML102U-ND,EYP-2ML102U,Panasonic Electronic Components,TCO 2A THIN,0,0,"Obsolete","0","0","ML","Obsolete","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EYP_Series_N,F,E,H,MP,MU_Rev_Feb_2015.pdf",-,EYP-4MU092GFD-ND,EYP-4MU092GFD,Panasonic Electronic Components,TCO 4A THIN,0,0,"Obsolete","0","0","MU","Obsolete","55°C (131°F)","92°C (198°F)","-","32V","4A","UL","135°C (275°F)","Strap"
