Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Size / Dimension"
-,-,FBA28DC-6-ND,FBA28DC-6,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"4.88333","0","6","-","Active","-","-","-"
-,-,FBA40DC-6-ND,FBA40DC-6,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"4.88333","0","6","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/62452_Web.pdf,-,62452-ND,62452,"Makeblock Co., LTD.",360MOBILE PHONE BRACKET,0,0,"4.99000","0","1","-","Active","Holder","-","-"
-,-,PBB0080-ND,PBB0080,Panduit Corp,FENCE SIGN HOLDER,0,0,"5.72000","0","1","-","Active","Fence Sign Holder","Silver","4.00"" L x 1.00"" W (101.6mm x 25.4mm)"
-,-,AS-1-ND,AS-1,Essentra Components,AXIS SPRING TPE/NYLON BLACK,0,0,"6.35840","0","100","-","Active","Spring","Black","-"
-,-,PBB0123-ND,PBB0123,Panduit Corp,POLY-COATED YELLOW STEEL CHAIN,0,0,"7.07000","0","1","-","Active","Chain Link","Yellow","120.00' L (36.58m)"
-,-,BRKT-ANGL-ND,BRKT-ANGL,Eaton - Bussmann Electrical Division,ANGLED STEEL SUPPORT BRACKET GAL,0,0,"7.54400","0","10","-","Active","-","-","-"
-,-,BRKT-FLT-ND,BRKT-FLT,Eaton - Bussmann Electrical Division,FLAT STEEL SUPPORT BRACKET GALVA,0,0,"8.40400","0","10","-","Active","-","-","-"
-,-,BATH11-ES-ND,BATH11-ES,3M,COMMAND SHOWER CADDY WITH WA,0,0,"8.76000","0","1","Command™","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/ML_Series.pdf,-,ML-S-1-ND,ML-S-1,Essentra Components,MAGNETIC LATCH SMALL WHITE,0,0,"8.91400","0","10","ML","Active","Latch","White","0.93"" L x 0.30"" W (23.6mm x 7.7mm)"
-,-,2HA-ND,2HA,3M,FIRE BARRIER 2"" CAST IN HEIGHT,0,0,"9.13500","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,BATH12-ES-ND,BATH12-ES,3M,COMMAND CORNER CADDY WITH WA,0,0,"9.32000","0","1","Command™","Active","-","-","-"
-,-,2MDA-ND,2MDA,3M,FIRE BARRIER 2"" CAST IN MTL,0,0,"10.02750","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/ML_Series.pdf,-,ML-L-2-ND,ML-L-2,Essentra Components,MAGNETIC LATCH LARGE WHITE,0,0,"10.20100","0","10","ML","Active","Latch","White","2.30"" L x 0.43"" W (58.5mm x 11.0mm)"
-,-,BATH15-ES-ND,BATH15-ES,3M,COMMAND FOG-RESISTANT MIRROR,0,0,"10.30000","0","2","Command™","Active","-","-","-"
-,-,3MDA-ND,3MDA,3M,FIRE BARRIER 3"" CAST IN METAL,0,0,"10.55250","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,WS200-ND,WS200,3M,TUCK-IN WRAP STRIP,0,0,"10.73583","0","24","*","Active","Fire Barrier Wrap Strip","-","-"
-,-,3HA-ND,3HA,3M,FIRE BARRIER 3"" CAST IN HEIGHT,0,0,"10.85000","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,4HA-ND,4HA,3M,FIRE BARRIER 4"" CAST IN HGT,0,0,"10.92000","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,FBA03-H-3PK-ND,FBA03-H-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"10.93000","0","2","-","Active","-","-","-"
-,-,FBA00-H-3PK-ND,FBA00-H-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,FBA01-H-3PK-ND,FBA01-H-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,FBA02-H-3PK-ND,FBA02-H-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,FBA04-3PK-ND,FBA04-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,FBA05-3PK-ND,FBA05-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,FBA22-3PK-ND,FBA22-3PK,3M,FILTRETE BASIC PLEATED AIR FILTE,0,0,"11.04500","0","2","-","Active","-","-","-"
-,-,4MDA-ND,4MDA,3M,FIRE BARRIER 4"" CAST IN METAL,0,0,"11.06000","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,PBB0025-ND,PBB0025,Panduit Corp,"60'PENNANT 9X12 PTH,RED",0,0,"11.17000","0","1","*","Active","-","-","-"
-,-,6HA-ND,6HA,3M,FIRE BARRIER CAST IN DEVICE HGT,0,0,"11.98750","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,ULTRA-PPD1.5-ND,ULTRA-PPD1.5,3M,FIRE BARRIER ULTRA PPD 1.5,0,0,"12.14400","0","10","*","Active","Fire Barrier Plastic Pipe Device","-","-"
-,-,6MDA-ND,6MDA,3M,FIRE BARRIER CAST-IN DEVICE META,0,0,"13.14250","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,PBB0148-ND,PBB0148,Panduit Corp,STANCHION POST RING WEIGHT,0,0,"13.69000","0","1","-","Active","Ring Weight","Clear","11.75"" Dia (298.5mm)"
-,-,FS-195+/2X24-ND,FS-195+/2X24,3M,FIRE BARRIER 2"" X 24"" WRAP STRIP,0,0,"14.41600","0","10","*","Active","Fire Barrier Wrap Strip","-","-"
-,-,2MCID-ND,2MCID,3M,FIRE BARRIER 2"" CAST IN DEVICE,0,0,"15.62750","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,PTS182-ND,PTS182,Panduit Corp,SIGN MOUNTING PLATE,0,0,"16.45000","0","1","-","Active","Adapter Plate","Gray","-"
-,-,2PCID-ND,2PCID,3M,FIRE BARRIER 2"" CAST IN DEVICE,0,0,"16.66000","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,HOME00-4-ND,HOME00-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME01-4-ND,HOME01-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME02-4-ND,HOME02-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME03-4-ND,HOME03-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME04-4-ND,HOME04-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME05-4-ND,HOME05-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME21-4-ND,HOME21-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME22-4-ND,HOME22-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME23-4-ND,HOME23-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
-,-,HOME24-4-ND,HOME24-4,3M,FILTRETE HOME ODOR REDUCTION FIL,0,0,"16.80000","0","4","-","Active","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27203.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20148.jpg,RFRT-D2-102-G2-ND,RFRT-D2-102-G2,Essentra Components,DAMPER ROTARY SNAP IN BLK,0,0,"17.48490","0","100","-","Active","Rotary Damper","Black","0.94"" L x 0.59"" W x 0.23"" H (23.9mm x 15.0mm x 5.8mm)"
-,-,FAPF02-4-ND,FAPF02-4,3M,FILTRETE AIR CLEANING FILTER FAP,0,0,"18.14500","0","4","-","Active","-","-","-"
-,-,3MCID-ND,3MCID,3M,FIRE BARRIER 3"" CAST IN DEVICE,0,0,"20.16333","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7880E-ND,TZB7880E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"21.18000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","12.00"" L x 12.00"" W x 0.94"" H (304.8mm x 304.8mm x 23.9mm)"
-,-,FAPF03-4-ND,FAPF03-4,3M,FILTRETE AIR CLEANING FILTER FAP,0,0,"21.23500","0","4","-","Active","-","-","-"
-,-,3PCID-ND,3PCID,3M,FIRE BARRIER 3"" CAST IN DEVICE,0,0,"23.21583","0","12","*","Active","Fire Barrier Cast-In Device","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7780E-ND,TZB7780E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"23.58000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","15.20"" L x 12.00"" W x 0.94"" H (386.1mm x 304.8mm x 23.9mm)"
https://assets.tripplite.com/product-pdfs/en/dwf1327m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWF1327M.jpg,DWF1327M-ND,DWF1327M,Tripp Lite,TV WALL MOUNT,0,0,"23.82000","0","1","DWF","Active","Mount","Black","-"
-,-,PBB0165-ND,PBB0165,Panduit Corp,"TRAFFIC CONE, 12"", 1.5 LB, ORANG",0,0,"24.35000","0","1","-","Active","Cone","Orange, Red","12.00"" H (304.8mm)"
-,-,EA00DC-6-ND,EA00DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA01DC-6-ND,EA01DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA02DC-6-ND,EA02DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA03DC-6-ND,EA03DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA04DC-6-ND,EA04DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA05DC-6-ND,EA05DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA22DC-6-ND,EA22DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA23DC-6-ND,EA23DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA24DC-6-ND,EA24DC-6,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA01-6E-ND,EA01-6E,3M,FILTRETE PREMIUM HEALTHY LIVING,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA02-6E-ND,EA02-6E,3M,FILTRETE PREMIUM HEALTHY LIVING,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA04-6E-ND,EA04-6E,3M,FILTRETE PREMIUM HEALTHY LIVING,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA05-6E-ND,EA05-6E,3M,FILTRETE PREMIUM HEALTHY LIVING,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,EA22-6E-ND,EA22-6E,3M,FILTRETE PREMIUM HEALTHY LIVING,0,0,"24.39333","0","6","-","Active","-","-","-"
-,-,ULTRA-PPD4-ND,ULTRA-PPD4,3M,FIRE BARRIER ULTRA PPD 4.0,0,0,"26.02500","0","10","*","Active","Fire Barrier Plastic Pipe Device","-","-"
-,-,E324-ND,E324,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"26.67200","0","5","-","Active","-","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7790E-ND,TZB7790E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"27.88000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","19.90"" L x 15.00"" W x 0.94"" H (505.5mm x 381.0mm x 23.9mm)"
-,-,4MCID-ND,4MCID,3M,FIRE BARRIER 4"" CAST IN DEVICE,0,0,"28.29833","0","6","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,E327-ND,E327,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"28.78400","0","5","-","Active","-","-","-"
-,-,3ME326-ND,E326,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"28.94200","0","5","-","Active","-","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7870E-ND,TZB7870E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"29.03000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","24.00"" L x 12.00"" W x 0.94"" H (609.6mm x 304.8mm x 23.9mm)"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7800E-ND,TZB7800E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"29.79000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","23.80"" L x 15.00"" W x 0.94"" H (604.5mm x 381.0mm x 23.9mm)"
-,-,E331-ND,E331,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"29.80800","0","5","-","Active","-","-","-"
-,-,E332-ND,E332,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"31.06200","0","5","-","Active","-","-","-"
-,-,4PCID-ND,4PCID,3M,FIRE BARRIER 4"" CAST IN DEVICE,0,0,"31.20333","0","6","*","Active","Fire Barrier Cast-In Device","-","-"
https://assets.tripplite.com/product-pdfs/en/dwf3770l.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWF3770L.jpg,DWF3770L-ND,DWF3770L,Tripp Lite,TV WALL MOUNT,0,0,"31.69000","0","1","DWF","Active","Mount","Black","-"
https://assets.tripplite.com/product-pdfs/en/dwm1742mn.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWM1742MN.jpg,DWM1742MN-ND,DWM1742MN,Tripp Lite,TV WALL MOUNT,0,0,"31.82000","0","1","DWM","Active","Mount","Black","-"
-,-,E338-ND,E338,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"31.82000","0","5","-","Active","-","-","-"
-,-,E334-ND,E334,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"32.06800","0","5","-","Active","-","-","-"
-,-,E330-ND,E330,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"32.19200","0","5","-","Active","-","-","-"
-,-,E336-ND,E336,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"32.31600","0","5","-","Active","-","-","-"
-,-,PBB0065-ND,PBB0065,Panduit Corp,"TRAFFIC CONE TOP ADAPTER HOLDER,",0,0,"33.10000","0","1","-","Active","Cone Adapter","Orange","-"
-,-,PBB0066-ND,PBB0066,Panduit Corp,"TRAFFIC CONE TOP ADAPTER HOLDER,",0,0,"33.10000","0","1","-","Active","Cone Adapter","Yellow","-"
-,-,E339-ND,E339,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"33.57800","0","5","-","Active","-","-","-"
-,-,PBB0085-ND,PBB0085,Panduit Corp,"FLOOR ID PLATE, 8.5X5.5, EA",0,0,"33.66000","0","1","-","Active","-","Silver","8.500"" L x 5.500"" W (215.90mm x 139.70mm)"
-,-,E358-ND,E358,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"34.67400","0","5","-","Active","-","-","-"
-,-,3ME329-ND,E329,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"34.71600","0","5","-","Active","-","-","-"
-,-,E335-ND,E335,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"34.95600","0","5","-","Active","-","-","-"
-,-,PBB0126-ND,PBB0126,Panduit Corp,"TRAFFIC CONE, 18"", 3 LB, ORANGE",0,0,"35.10000","0","1","-","Active","Cone","Orange, Red","18.00"" H (457.2mm)"
-,-,E333-ND,E333,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"35.84600","0","5","-","Active","-","-","-"
-,-,PBB0086-ND,PBB0086,Panduit Corp,"FLOOR ID PLATE, 12X7.5, EA",0,0,"36.09000","0","1","-","Active","ID Plate","Silver","12.00"" L x 7.50"" W (304.8mm x 190.5mm)"
-,-,E340-ND,E340,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"36.09400","0","5","-","Active","-","-","-"
-,-,EA01-2PK-12-ND,EA01-2PK-12,3M,FILTRETE ELITE ALLERGEN REDUCTIO,0,0,"36.42583","0","12","-","Active","-","-","-"
-,-,E36112""X24""X2""-ND,E361 12""X24""X2"",3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"37.57800","0","5","-","Active","-","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7860E-ND,TZB7860E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"37.87000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","24.00"" L x 22.40"" W x 0.94"" H (609.6mm x 569.0mm x 23.9mm)"
-,-,E337-ND,E337,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"38.62600","0","5","-","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/ddr0310sc.pdf,-,DDR0310SC-ND,DDR0310SC,Tripp Lite,TV DESK MNT,0,0,"39.84000","0","1","DDR","Active","Mount","Black","19.69"" L x 7.50"" W x 2.82"" H (500.1mm x 190.5mm x 71.6mm)"
-,-,3ME341-ND,E341,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"41.71600","0","5","-","Active","-","-","-"
-,-,E360-ND,E360,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"42.10400","0","5","-","Active","-","-","-"
-,-,E343-ND,E343,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"42.34600","0","5","-","Active","-","-","-"
-,-,E365-ND,E365,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"43.43200","0","5","-","Active","-","-","-"
-,-,PBB0166-ND,PBB0166,Panduit Corp,"TRAFFIC CONE, 18"", 3 LB, FL LIME",0,0,"43.60000","0","1","-","Active","Cone","Green, Yellow","18.00"" H (457.2mm)"
-,-,E366-ND,E366,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"45.34400","0","5","-","Active","-","-","-"
-,-,E372-ND,E372,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"46.47800","0","5","-","Active","-","-","-"
-,-,E368-ND,E368,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"46.85800","0","5","-","Active","-","-","-"
-,-,E364-ND,E364,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"47.08600","0","5","-","Active","-","-","-"
-,-,E370-ND,E370,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"47.24800","0","5","-","Active","-","-","-"
-,-,2178-LS/VFB-ND,2178-LS/VFB,3M,VERT FIRE BARRIER WRAP KIT,0,0,"49.10000","0","1","*","Active","Fire Barrier Wrap Strip","-","-"
-,-,E373-ND,E373,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"49.16800","0","5","-","Active","-","-","-"
-,-,PBB0078-ND,PBB0078,Panduit Corp,EXPANDABLE CONE BAR TOP POLE BK/,0,0,"49.28000","0","1","-","Active","Cone Bar","Black, Yellow","6.63"" Dia (168.4mm)"
-,-,PBB0079-ND,PBB0079,Panduit Corp,EXPANDABLE CONE BAR TOP POLE OR/,0,0,"49.28000","0","1","-","Active","Cone Bar","Orange, White","6.63"" Dia (168.4mm)"
-,-,952.4301.000-ND,952.4301.000,Altech Corporation,CS-2000 SL4560 CONNECT 45X60X250,0,0,"50.31000","0","1","*","Active","-","-","-"
-,-,E363-ND,E363,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"50.89200","0","5","-","Active","-","-","-"
-,-,E369-ND,E369,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"51.47600","0","5","-","Active","-","-","-"
-,-,E376-ND,E376,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"51.47600","0","5","-","Active","-","-","-"
-,-,E367-ND,E367,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"52.62600","0","5","-","Active","-","-","-"
-,-,PTS178-ND,PTS178,Panduit Corp,CAST IRON BASE WHEEL ATTACHMENT,0,0,"52.85000","0","1","-","Active","Caster","Black","6.25"" L x 3.50"" W x 4.00"" H (158.8mm x 88.9mm x 101.6mm)"
-,-,E374-ND,E374,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"52.99000","0","5","-","Active","-","-","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3247,//media.digikey.com/Photos/Panasonic%20Photos/MFG_U-VACUA-SERIES.jpg,TZB7840E-ND,TZB7840E,Panasonic Industrial Devices - FBD,VACUUM INSULATION PANELS 1=1PCS,0,0,"53.06000","0","1","U-Vacua™","Active","Vacuum Insulation Panels","-","24.00"" L x 24.00"" W x 0.94"" H (609.6mm x 609.6mm x 23.9mm)"
-,-,E371-ND,E371,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"56.83800","0","5","-","Active","-","-","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1413975614.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/DEEX0103.jpg,MGR1678-ND,DEEX0103,Storm Interface,TOUCH-FREE EXIT SWITCH,0,0,"57.12200","0","5","-","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/dwf3270x.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWF3270X.jpg,DWF3270X-ND,DWF3270X,Tripp Lite,TV WALL MOUNT,0,0,"57.28000","0","1","DWF","Active","Mount","Black","-"
-,-,PBB0167-ND,PBB0167,Panduit Corp,"TRAFFIC CONE, 28"", 7 LB, ORANGE",0,0,"59.47000","0","1","-","Active","Cone","Orange, Red","28.00"" H (711.2mm)"
-,-,6MCID-ND,6MCID,3M,FIRE BARRIER 6"" CAST IN DEVICE,0,0,"62.25000","0","2","*","Active","Fire Barrier Cast-In Device","-","-"
-,-,E375-ND,E375,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"62.75000","0","5","-","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/dwt2655xe.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWT2655XE.jpg,DWT2655XE-ND,DWT2655XE,Tripp Lite,TV WALL MOUNT,0,0,"63.43000","0","1","DWT","Active","Mount","Black","-"
-,-,E377-ND,E377,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"63.74800","0","5","-","Active","-","-","-"
-,-,3MF981-ND,F981,3M,FILTRETE COMMERCIAL HVAC FILTER,0,0,"65.99800","0","5","-","Active","-","-","-"
