Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Features","Size / Dimension"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SPX-15113_Web.pdf,-,SPX-15113-ND,SPX-15113,SparkFun Electronics,UHF RFID RING ANTENNA,0,0,"12.44000","0","1","-","-","Active","865MHz ~ 928MHz","-","-"
https://www.rfsolutions.co.uk/downloads/1457023977ANT-1356M.PDF,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_ANT-1356M.jpg,ANT-1356M-ND,ANT-1356M,RF Solutions,ANTENNA RFID COIL 13.56MHZ,0,0,"18.12857","0","7","Bulk","-","Active","13.56MHz","-","-"
-,-,IXI-P041205-ND,IXI-P041205,DLP Design Inc.,"RFID ANTENNA, SEC",0,0,"33.20050","0","20","-","*","Active","-","-","-"
-,-,IXI-P042702-ND,IXI-P042702,DLP Design Inc.,ANT 13.56MHZ PCB #2 REV A,0,0,"33.20050","0","20","-","*","Active","-","-","-"
-,-,IXI-P041259-ND,IXI-P041259,DLP Design Inc.,"RF ANTENNA, SCI",0,0,"37.50000","0","20","-","*","Active","-","-","-"
http://www.feig.de/fileadmin/user_upload/Downloads/Datenblaetter/Data_sheet_Identification_Antennas_ID_ISC_ANT40.30_100.100.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/1967.000.00.00.jpg,629-1038-ND,1967.000.00,FEIG Electronic,ID ISC.ANT40/30-A ANT 50 OHM,0,0,"50.38000","0","1","Bulk","ANT40/30","Active","13.56MHz","PR, Pad","-"
http://www.feig.de/fileadmin/user_upload/Downloads/Datenblaetter/Data_sheet_Identification_Antennas_ID_ISC_ANT40.30_100.100.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/1968.000.00.00.jpg,629-1039-ND,1968.000.00,FEIG Electronic,ID ISC.ANT100/100-A ANT 50 OHM,0,0,"53.79000","0","1","Bulk","ANT100/100","Active","13.56MHz","PR, Pad","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS52-W2M-ND,V680-HS52-W 2M,Omron Automation and Safety,IP67 HF M22 DIA. ANTENNA,0,7,"230.70000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS63-W2M-ND,V680-HS63-W 2M,Omron Automation and Safety,IP67 HF BLOCK ANTENNA,0,23,"230.70000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS65-W2M-ND,V680-HS65-W 2M,Omron Automation and Safety,ANTENNA 100SQ 2M CABLE,0,0,"257.52000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v640_series_ds_e_10_3_csm1356.pdf,-,V640-HS621.9M-ND,V640-HS62 1.9M,Omron Automation and Safety,CABLE ANTENNA FOR HAM12 1.9M,0,0,"284.35000","0","1","Bulk","V640","Active","134kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS52-W12.5M-ND,V680-HS52-W 12.5M,Omron Automation and Safety,IP67 HF M22 DIA ANTENNA,0,0,"284.35000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS63-W12.5M-ND,V680-HS63-W 12.5M,Omron Automation and Safety,IP67 HF BLOCK ANTENNA,0,24,"289.71000","0","1","-","-","Active","134.2kHz","-","-"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/2717.000.00.00.jpg,629-1056-ND,2717.000.00,FEIG Electronic,ID ISC.ANT200/200 HAND HELD HF,0,0,"345.74000","0","1","Bulk","ANT200/200","Active","13.56MHz","MR, Handheld Loop","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS52-R2M-ND,V680-HS52-R 2M,Omron Automation and Safety,ROBOTIC HF M22 DIA. ANTENNA,0,0,"348.73000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS65-W12.5M-ND,V680-HS65-W 12.5M,Omron Automation and Safety,ANTENNA 100SQ 12.5M CABLE,0,0,"348.73000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS63-R2M-ND,V680-HS63-R 2M,Omron Automation and Safety,ROBOTIC HF BLOCK ANTENNA,0,0,"354.09000","0","1","-","-","Active","134.2kHz","-","-"
-,-,20932010102-ND,20932010102,HARTING,RF-ANT-WR30-EU,0,0,"355.75000","0","1","Bulk","-","Active","865MHz ~ 870MHz","Compact Size","-"
-,-,20932010301-ND,20932010301,HARTING,RF-ANT-MR20-EU,0,0,"357.52000","0","1","Bulk","-","Active","865MHz ~ 870MHz","Compact Size","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS65-R2M-ND,V680-HS65-R 2M,Omron Automation and Safety,V680 HEAD 100MM SQ FLEX 2M CBL,0,0,"404.60000","0","1","-","-","Active","134.2kHz","-","-"
"//media.digikey.com/pdf/Data%20Sheets/FEIG%20Electronic%20PDFs/ID%20ISC.ANTS370-270,%20%20ID%20ISC.SPAD102.pdf",//media.digikey.com/Photos/Feig%20Elect%20Photos/ID%20ISC.ANTS370%5E270-A%20HF.JPG,629-1060-ND,3512.000.00,FEIG Electronic,SHIELDED HF PAD ANTENNA,0,0,"446.97000","0","1","-","-","Active","13.56MHz","-","-"
-,-,WE70-CA05M-ND,WE70-CA05M,Omron Automation and Safety,ANTENNA EXTENSION CABLE 5 MTR,0,0,"504.50000","0","1","-","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Harting%20PDFs/2093610_Series.pdf,-,2093610220010-ND,2093610220010,HARTING,LOCFIELD ANTENNA SMA FCC,0,0,"513.09000","0","1","-","-","Active","902MHz ~ 928MHz","SMA Style","-"
-,-,Z2638-ND,V740-HS02CA,Omron Automation and Safety,RFID ANTENNA BISTATIC 915MHZ,0,0,"533.25000","0","1","Bulk","V740","Active","915MHz","Bistatic, 6dBi Gain Max","-"
http://omron.com.ru/dynamic/managers/manage_23/files/z127e1-1.pdf,-,V600-H122M-ND,V600-H12 2M,Omron Automation and Safety,V600 ANTENNA,0,0,"611.82000","0","1","-","-","Active","530kHz","-","-"
http://omron.com.ru/dynamic/managers/manage_23/files/z127e1-1.pdf,-,V600-H125M-ND,V600-H12 5M,Omron Automation and Safety,V600 ANTENNA,0,0,"617.76000","0","1","-","-","Active","530kHz","-","-"
http://omron.com.ru/dynamic/managers/manage_23/files/z127e1-1.pdf,-,V600-H1210M-ND,V600-H12 10M,Omron Automation and Safety,V600 ANTENNA W/ 10M CABLE,0,0,"641.52000","0","1","-","-","Active","530kHz","-","-"
-,-,20932010203-ND,20932010203,HARTING,RF-ANT-WR80-30-EU,0,0,"654.32000","0","1","Bulk","-","Active","865MHz ~ 870MHz","Compact Size","-"
-,-,20932010204-ND,20932010204,HARTING,RF-ANT-WR80-30-US,0,0,"654.32000","0","1","Bulk","-","Active","902MHz ~ 928MHz","Compact Size","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS52-R12.5M-ND,V680-HS52-R 12.5M,Omron Automation and Safety,ROBOTIC HF M22 DIA. ANTENNA,0,0,"750.36000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS63-R12.5M-ND,V680-HS63-R 12.5M,Omron Automation and Safety,ROBOTIC HF BLOCK ANTENNA,0,0,"750.36000","0","1","-","-","Active","134.2kHz","-","-"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-HS65-R12.5M-ND,V680-HS65-R 12.5M,Omron Automation and Safety,V680 HEAD 100MM SQ FLEX 12.5M,0,0,"875.42000","0","1","-","-","Active","134.2kHz","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,V600-H52-W3M-ND,V600-H52-W 3M,Omron Automation and Safety,WEP CYLINDICAL ANTENNA,0,0,"904.28000","0","1","-","-","Active","530kHz","-","-"
-,-,V700-A4650M-ND,V700-A46 50M,Omron Automation and Safety,CABLE 50M,0,0,"909.09000","0","1","-","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600-HAM42-DRT.pdf,-,V600-HS672M-ND,V600-HS67 2M,Omron Automation and Safety,RFID ANTENNA WITH 2M CABLE,0,17,"909.09000","0","1","-","-","Active","530kHz","-","-"
-,-,Z2639-ND,V740-HS01CA,Omron Automation and Safety,RFID ANTENNA MONOSTATIC 915MH,0,0,"909.48000","0","1","Bulk","V740","Active","915MHz","Monostatic, 6dBi Gain Max","-"
-,-,V740-A0120M-ND,V740-A01 20M,Omron Automation and Safety,ANTENNA CABLE 20 METER,0,0,"966.68000","0","1","-","*","Active","-","-","-"
http://www.feig.de/fileadmin/user_upload/Downloads/Datenblaetter/Data_sheet_Identification_Antennas_ID_ISC_ANT800_600.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/MFG_1451.008.00.00.jpg,629-1008-ND,1451.008.00,FEIG Electronic,ID ISC.ANT800/600-DA ANT W/DAT,0,0,"1459.34000","0","1","Bulk","ANT800/600","Active","13.56MHz","LR Loop","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V720%20Series.pdf,-,Z2644-ND,V720-HS04,Omron Automation and Safety,RFID ANTENNA HF 13.56MHZ,0,0,"2307.20000","0","1","Bulk","V720","Active","13.56MHz","Panel with IP50 Housing","407.00mm L x 334.00mm W x 35.00mm H"
http://www.ia.omron.com/data_pdf/cat/v680_series_q267-e1_1_19_csm1003322.pdf?id=1863,-,V680-H01-V2-ND,V680-H01-V2,Omron Automation and Safety,READ/WRITE ANTENNA W/BUILT IN,0,0,"2813.18000","0","1","Bulk","V850","Active","13.56MHz","-","-"
-,-,V700-PDALONGWAND-ND,V700-PDA LONG WAND,Omron Automation and Safety,WAND FOR PDA 6FT,0,0,"5706.88000","0","1","-","*","Active","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990051.jpg,113990051-ND,113990051,"Seeed Technology Co., Ltd",NFC ANTENNA,0,0,"2.95800","0","15","-","-","Active","13.56MHz","Near Field Communications (NFC)","50.00mm L x 45.00mm W x 1.50mm H"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-S01_2C_Rev2008.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-S01C-00.jpg,481-1040-ND,RI-ANT-S01C-00,Texas Instruments,RFID STICK ANT W/1M CABLE 134.2K,0,0,"Obsolete","0","1","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-x_Rev2009.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-S02C-00.jpg,481-1041-ND,RI-ANT-S02C-00,Texas Instruments,RFID STICK ANT W/3M CABLE 134.2K,0,0,"Obsolete","0","1","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-x_Rev2009.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-P02A-00.jpg,481-1042-ND,RI-ANT-P02A-00,Texas Instruments,RFID STICK ANT MINI RFM 134.2K,0,0,"Obsolete","0","1","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-ant-g01e,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-G02E.jpg,296-43766-ND,RI-ANT-G02E-30,Texas Instruments,RFID GATE ANTENNA SMALL 134.2KHZ,0,0,"Obsolete","0","2","Bulk","Gate Antenna","Obsolete","134.2kHz","-","200.00mm L x 200.00mm W x 25.00mm H"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-ant-g01e,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-G01E.jpg,296-43767-ND,RI-ANT-G01E-30,Texas Instruments,RFID GATE ANT MEDIUM 134.2KHZ,0,0,"Obsolete","0","2","Bulk","Gate Antenna","Obsolete","134.2kHz","-","715.00mm L x 270.00mm W x 25.00mm H"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-x_Rev2009.pdf,-,481-1045-ND,RI-ANT-G04E,Texas Instruments,RFID GATE ANTENNA LARGE 134.2KHZ,0,0,"Obsolete","0","1","Bulk","Gate Antenna","Obsolete","134.2kHz","-","1018.00mm L x 518.00mm W x 47.00mm H"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-T01AdataSheet.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-T01A-00.jpg,481-1051-ND,RI-ANT-T01A-00,Texas Instruments,RFID 6000 300MM GATE ANT 13.56M,0,0,"Obsolete","0","1","Bulk","Gate Antenna","Obsolete","13.56MHz","-","337.00mm L x 322.00mm W x 38.00mm H"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RR-IDISC-ANT14-7A,7B,7C.jpg",RR-IDISC-ANT14-7A-ND,RR-IDISC-ANT14-7A,Texas Instruments,RFID ANT 1400X700MM 13.56MHZ,0,0,"Obsolete","0","1","Bulk","ANT1400/700","Obsolete","13.56MHz","LR, Gate","-"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RR-IDISC-ANT14-7A,7B,7C.jpg",RR-IDISC-ANT14-7B-ND,RR-IDISC-ANT14-7B,Texas Instruments,RFID ANT TYPEB 1400X700 13.56MHZ,0,0,"Obsolete","0","1","Bulk","ANT1400/700","Obsolete","13.56MHz","LR, Gate","-"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RR-IDISC-ANT14-7A,7B,7C.jpg",RR-IDISC-ANT14-7C-ND,RR-IDISC-ANT14-7C,Texas Instruments,RFID ANT TYPEC 1400X700 13.56MHZ,0,0,"Obsolete","0","1","Bulk","ANT1400/700","Obsolete","13.56MHz","LR, Gate","-"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RR-IDISC-ANT1-1-A.jpg,RR-IDISC-ANT1-1-A-ND,RR-IDISC-ANT1-1-A,Texas Instruments,RFID ANT 100X100MM FOR IDISC-M02,0,0,"Obsolete","0","5","Bulk","ANT100/100","Obsolete","13.56MHz","PR, Pad","-"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RR-IDISC-ANT4-3-A.jpg,RR-IDISC-ANT4-3-A-ND,RR-IDISC-ANT4-3-A,Texas Instruments,RFID ANT 40X30MM FOR IDISC-M02,0,0,"Obsolete","0","5","Bulk","ANT40/30","Obsolete","13.56MHz","PR, Pad","-"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RR-IDISC-ANT34-24.jpg,481-1056-ND,RR-IDISC-ANT34-24,Texas Instruments,RFID ANT PAD 320X240MM 13.56MHZ,0,0,"Obsolete","0","1","Bulk","ANT340/240","Obsolete","13.56MHz","MR, Pad","-"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RR-IDISC-ANT8-6-A,-B.jpg",481-1057-ND,RR-IDISC-ANT8-6-A,Texas Instruments,RFID ANT 600X800MM 13.56MHZ,0,0,"Obsolete","0","1","Bulk","ANT800/600","Obsolete","13.56MHz","LR Loop","-"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/1451.000.00.01.JPG,629-1007-ND,1451.000.00,FEIG Electronic,ID ISC.ANT300/300 ANTENNA,0,0,"Obsolete","0","1","Bulk","ANT300/300","Obsolete","13.56MHz","LR or MR, Loop","-"
"//media.digikey.com/pdf/Data%20Sheets/FEIG%20Electronic%20PDFs/ID%20ISC.ANT.U250%20250-EU,%20FCC.pdf",//media.digikey.com/photos/Feig%20Elect%20Photos/1451.009.02.00.JPG,629-1009-ND,1451.009.02,FEIG Electronic,ID ISC.ANT.U250/250-FCC CIRC UHF,0,0,"Obsolete","0","1","Bulk","ANT.U250/250","Obsolete","865MHz ~ 960MHz","UHF LR, Circular Polarized","-"
-,-,2149.000.01-ND,2149.000.01,FEIG Electronic,ID ISC.ANT1400/760-B GATEANTENNA,0,0,"Obsolete","0","1","Bulk","ANT1400/700","Obsolete","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-x_Rev2009.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RI-ANT-G04E.jpg,481-1118-ND,RI-ANT-G04E-30,Texas Instruments,RFID GATE ANTENNA LARGE 134.2KHZ,0,0,"Obsolete","0","1","Bulk","Gate Antenna","Obsolete","134.2kHz","-","1018.00mm L x 518.00mm W x 47.00mm H"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-x_Rev2009.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RI-ANT-P02A.jpg,481-1119-ND,RI-ANT-P02A-30,Texas Instruments,RFID STICK ANT MINI RFM 134.2K,0,0,"Obsolete","0","3","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-ant-g01e,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RI-ANT-S01C-30.jpg,481-1120-ND,RI-ANT-S01C-30,Texas Instruments,RFID STICK ANT W/1M CABLE 134.2K,0,0,"Obsolete","0","2","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-ANT-S01C,S02C.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-ANT-S02C-30.JPG,296-41175-ND,RI-ANT-S02C-30,Texas Instruments,RFID STICK ANT W/3M CABLE 134.2K,0,0,"Obsolete","0","2","Bulk","Stick Antenna","Obsolete","134.2kHz","0.1m Cable","-"
-,-,RR-IDISC-ANT14-76A-ND,RR-IDISC-ANT14-76A,Texas Instruments,RR-IDISC-ANT14-76A,0,0,"Obsolete","0","1","Bulk","-","Obsolete","13.56MHz","LR, Gate","-"
-,-,RR-IDISC-ANT14-76B-ND,RR-IDISC-ANT14-76B,Texas Instruments,RR-IDISC-ANT14-76B,0,0,"Obsolete","0","1","Bulk","-","Obsolete","13.56MHz","LR, Gate","-"
-,-,RR-IDISC-ANT8-6-DA-ND,RR-IDISC-ANT8-6-DA,Texas Instruments,RR-IDISC-ANT8-6-DA,0,0,"Obsolete","0","1","Bulk","-","Obsolete","13.56MHz","LR Loop","-"
-,-,RR-IDISC-ANT-PS-B-ND,RR-IDISC-ANT-PS-B,Texas Instruments,RR-IDISC-ANT-PS-B,0,0,"Obsolete","0","1","Bulk","-","Obsolete","13.56MHz","SMA Style","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/WE70.pdf,-,WE70-AT001H-ND,WE70-AT001H,Omron Automation and Safety,REMOTE ANTENNA KIT,0,0,"Obsolete","0","1","Bulk","-","Obsolete","2.4GHz, 5GHz","-","-"
https://abracon.com/NFC-antenna/ANFCA-4030-A01.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/ANFCA-4030-A01.JPG,535-12514-ND,ANFCA-4030-A01,Abracon LLC,NFC STAMP FLEX ANTENNA 40X30MM,0,0,"Obsolete","0","1","Bulk","-","Obsolete","13.56MHz","-","-"
https://abracon.com/NFC-antenna/ANFCA-5040-A02.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-5040-A02.jpg,ANFCA-5040-A02-ND,ANFCA-5040-A02,Abracon LLC,NFC STAMP FLEX ANTENNA 50X40MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-5035-A01.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-5035-A01.jpg,ANFCA-5035-A01-ND,ANFCA-5035-A01,Abracon LLC,NFC STAMP FLEX ANTENNA 50X35MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-4535-A01.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-4535-A01.jpg,ANFCA-4535-A01-ND,ANFCA-4535-A01,Abracon LLC,NFC STAMP FLEX ANTENNA 45X35MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-4040-A02.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-4040-A02.jpg,ANFCA-4040-A02-ND,ANFCA-4040-A02,Abracon LLC,NFC STAMP FLEX ANTENNA 40X40MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-4030-A02.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-4030-A02.jpg,ANFCA-4030-A02-ND,ANFCA-4030-A02,Abracon LLC,NFC STAMP FLEX ANTENNA 40X30MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-2525-A02.pdf,//media.digikey.com/photos/Abracon%20Corporation%20Photos/MFG_ANFCA-2525-A02.jpg,ANFCA-2525-A02-ND,ANFCA-2525-A02,Abracon LLC,NFC STAMP FLEX ANTENNA 25X25MM,0,0,"Obsolete","0","5000","-","-","Obsolete","13.56MHz","Near Field Communications (NFC)","-"
https://abracon.com/NFC-antenna/ANFCA-5035-A01-IPEX.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_ANFCA-5035-A01-IPEX.jpg,535-13403-ND,ANFCA-5035-A01-IPEX,Abracon LLC,NFC ANTENNA 13.56MHZ W IPEX CON,0,0,"Obsolete","0","100","-","-","Obsolete","13.56MHz","-","-"
-,-,SP-AN-01-ND,SP-AN-01,Skyetek Inc,M1/MINI ANTENNA,0,0,"Discontinued at Digi-Key","0","1","-","-","Discontinued at Digi-Key","13.56MHz","-","-"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SP-AN-04.pdf,-,SP-AN-04-ND,SP-AN-04,Skyetek Inc,M2/M4 HF ANTENNA,0,0,"Discontinued at Digi-Key","0","2","-","-","Discontinued at Digi-Key","13.56MHz","-","-"
-,-,753-1032-ND,SP-AN-BB,Skyetek Inc,UHF BROADBAND ANTENNA,0,0,"Discontinued at Digi-Key","0","1","-","-","Discontinued at Digi-Key","860MHz ~ 960MHz","-","-"
